new Session 
C 4.76945614815
C 0.182404994965
C 0.199512004852
C 0.132601976395
C 0.140508890152
C 0.151322126389
C 0.223984003067
C 0.12603187561
C 0.191352128983
C 0.100457906723
C 0.117525100708
C 0.11622095108
C 0.215329885483
C 0.13449215889
C 0.145672798157
C 0.120985984802
C 0.226008176804
C 0.410104990005
C 0.114753007889
C 0.478116989136
C 0.200468063354
C 0.358220815659
C 0.132519960403
C 0.688163042068
C 0.161343097687
C 0.185672998428
C 2.57107305527
C 0.131148815155
C 0.13930606842
C 0.165214061737
C 0.109601020813
C 0.0979340076447
C 0.159265041351
C 0.146349906921
C 0.30654501915
C 0.160327911377
C 0.116161108017
C 0.112436056137
C 0.115647792816
C 0.145927190781
C 0.106979846954
C 0.227705001831
C 0.130372047424
C 0.0958790779114
C 0.159330844879
C 0.500630140305
C 0.135666847229
C 0.149588108063
C 0.240835905075
C 0.128849029541
C 0.121317148209
C 0.12313580513
C 0.139656066895
C 0.108641147614
C 0.0919759273529
C 0.22379899025
C 0.115860939026
C 0.147822141647
C 0.115759849548
C 0.123908042908
C 0.12446808815
C 0.139261007309
C 0.180449962616
C 0.241112947464
C 0.125730991364
C 0.106925964355
C 0.132065057755
C 0.218472003937
C 0.149410009384
C 0.113843917847
C 0.86154794693
C 0.203273057938
C 0.311465024948
C 0.604066133499
C 0.641275882721
C 0.655936002731
C 0.232701063156
V 0.274173021317
C 0.250401973724
C 0.0876109600067
V 0.154156923294
C 0.0761141777039
V 0.133118867874
C 0.0701720714569
C 0.125077962875
C 0.141330003738
C 0.0998630523682
C 0.135002851486
C 0.163081169128
C 0.109652996063
C 0.116056919098
C 0.118290901184
C 0.124662160873
C 0.129571914673
C 0.125549077988
C 0.119418859482
C 0.119816064835
C 0.135092020035
C 0.100164890289
C 0.0893321037292
C 0.177253007889
C 0.118911981583
C 0.169569969177
C 0.0934319496155
C 0.109803199768
C 0.108461856842
C 0.102226018906
C 0.0927951335907
C 0.126841783524
C 0.0897769927979
C 0.126363992691
C 0.137424230576
C 0.121597766876
C 0.158627033234
C 0.126080036163
C 0.116693973541
C 0.095330953598
C 0.108700037003
C 0.105228185654
C 0.107095003128
C 0.0976269245148
C 0.0911328792572
C 0.0997681617737
C 0.538723945618
C 0.0894110202789
C 0.100096940994
C 0.0884220600128
C 0.12562584877
C 0.228887081146
C 0.135662078857
C 0.101666927338
C 0.128968954086
C 0.102795124054
C 0.0951528549194
C 0.293083190918
C 0.0756478309631
C 0.107409954071
C 0.113129138947
C 0.0959339141846
C 0.11140203476
C 0.621963024139
C 0.109735012054
C 0.136763095856
C 0.106501817703
C 0.173645973206
C 0.106767177582
C 0.188076972961
C 0.0951340198517
C 0.093582868576
C 0.0904381275177
C 0.103324890137
C 0.0941209793091
C 3.04963803291
C 0.02281498909
C 0.0252330303192
C 0.0972480773926
C 0.112392902374
C 0.128767967224
C 0.155380964279
V 0.144225120544
C 0.0837578773499
C 0.160501003265
C 3.11755013466
C 0.0248708724976
C 0.0353500843048
C 0.035413980484
C 0.0359921455383
C 0.0272119045258
C 0.0231010913849
C 0.0236549377441
C 0.0412418842316
C 0.115489006042
C 0.129580974579
V 0.255158185959
V 0.105160951614
V 0.133728027344
V 0.158176898956
V 0.106441020966
C 0.115348100662
C 0.0979797840118
C 3.34064912796
C 0.0527160167694
C 0.00994491577148
C 0.0357410907745
C 0.0361580848694
C 0.0494058132172
C 0.035640001297
C 0.0740430355072
V 0.0522201061249
C 0.0344469547272
V 0.0558068752289
V 0.0637052059174
V 0.0524079799652
V 0.11754989624
V 0.148698091507
C 0.0649728775024
C 0.136474132538
C 0.166420936584
C 3.14569401741
C 0.0598709583282
C 0.0227980613708
C 0.0246050357819
C 0.0234990119934
C 0.0232639312744
C 0.0237369537354
C 0.0277690887451
C 0.0257139205933
C 0.0318698883057
C 0.134803056717
C 0.130542039871
C 0.115586042404
C 0.279759883881
C 0.0812971591949
C 0.123342990875
C 0.121126890182
C 0.0755670070648
C 0.220577001572
C 0.108952999115
C 0.113480091095
C 0.0963368415833
C 0.147180080414
C 0.124346971512
C 0.131848096848
C 0.123517990112
C 0.107672929764
C 0.0826411247253
C 0.150442838669
C 0.114279985428
C 0.162046194077
C 0.0864119529724
C 0.120445966721
C 0.146643877029
C 0.080295085907
C 0.12082695961
C 0.11110496521
C 0.140537977219
C 0.115529060364
C 0.182626962662
C 0.11350607872
C 0.115180969238
C 0.108638048172
C 0.107109069824
C 0.145653963089
C 0.125905036926
C 0.145397901535
C 0.102946043015
C 0.103839874268
C 0.0964050292969
C 0.114820957184
C 0.128921031952
C 0.106161117554
C 0.168784856796
C 0.106270074844
C 0.128415107727
C 0.102587938309
C 0.120888948441
C 0.251999139786
C 0.141627788544
C 0.0929651260376
C 0.129961013794
C 0.146336078644
C 0.15056681633
C 0.175529003143
C 0.0859410762787
C 0.115186929703
C 0.143181085587
C 0.207839012146
C 0.0863919258118
C 0.267606019974
C 0.091658115387
C 0.214859962463
C 0.093850851059
C 0.183940172195
C 0.133690834045
C 0.102293014526
C 0.1104991436
C 0.0839838981628
C 0.158316135406
C 0.100229978561
C 0.109157800674
C 0.136700153351
C 0.0899078845978
C 0.0905699729919
C 0.128755092621
C 0.160027980804
C 0.113953113556
C 0.115569829941
C 0.133074998856
C 0.13711810112
C 0.136538028717
C 0.175191879272
C 0.105126142502
C 0.113859891891
C 0.099436044693
C 0.172377109528
C 0.0909688472748
C 0.170860052109
C 0.223778963089
C 0.123161077499
C 0.10431098938
C 0.0952129364014
C 0.130790948868
C 0.153980016708
C 0.136105060577
C 0.202295064926
